id,name,fuel,capex,fom,lifetime,discount_rate,heat_rate_base,heat_rate_incr,node,max_build,min_build,initial_capacity,unit_type,scenarios
281,Hawkesdale Wind Farm,wind,0,26.73,0,0,0,0,VIC,0,0,0.0966,wind,
282,GSWF1A,wind,0,26.73,0,0,0,0,CSA,0,0,0.20098,wind,
283,GSWF1B,wind,0,26.73,0,0,0,0,CSA,0,0,0.19569,wind,
284,Culcairn Solar Farm,solar,0,18.18,0,0,0,0,SNSW,0,0,0.34998,solar,
285,Lockhart Hybrid Facility - Solar,solar,0,18.18,0,0,0,0,SNSW,0,0,0.0099,solar,
286,Quorn Park Solar Farm,solar,0,18.18,0,0,0,0,CNSW,0,0,0.07986,solar,
287,Tamworth Solar Farm,solar,0,18.18,0,0,0,0,NNSW,0,0,0.065,solar,
288,Tilbuster Solar Farm,solar,0,18.18,0,0,0,0,NNSW,0,0,0.20064,solar,
289,Aramara Solar Farm,solar,0,18.18,0,0,0,0,SQ,0,0,0.1014,solar,
290,Banksia Solar Farm,solar,0,18.18,0,0,0,0,SQ,0,0,0.06,solar,
291,Cultana Solar Farm,solar,0,18.18,0,0,0,0,CSA,0,0,0.27976,solar,
292,Derby Solar Farm,solar,0,18.18,0,0,0,0,VIC,0,0,0.0951,solar,
293,Frasers Solar Farm,solar,0,18.18,0,0,0,0,VIC,0,0,0.077,solar,
294,Girgarre Solar Farm,solar,0,18.18,0,0,0,0,VIC,0,0,0.07581,solar,
295,Crookwell 3 Wind Farm,wind,0,26.73,0,0,0,0,SNSW,0,0,0.0576,wind,
296,Flyers Creek Wind Farm,wind,0,26.73,0,0,0,0,CNSW,0,0,0.14554,wind,
297,Uungula Wind Farm,wind,0,26.73,0,0,0,0,CNSW,0,0,0.414,wind,
298,MacIntyre Wind Farm,wind,0,26.73,0,0,0,0,SQ,0,0,0.9234,wind,
299,Ryan Corner Wind Farm,wind,0,26.73,0,0,0,0,VIC,0,0,0.2184,wind,
300,Woolsthorpe Wind Farm,wind,0,26.73,0,0,0,0,VIC,0,0,0.0732,wind,
301,Coppabella Wind Farm,wind,0,26.73,0,0,0,0,SNSW,0,0,0.27048,wind,
302,New England Solar Farm 2,solar,0,18.18,0,0,0,0,NNSW,0,0,0.32,solar,
303,Fulham Solar Farm,solar,0,18.18,0,0,0,0,VIC,0,0,0.08328,solar,
304,Horsham Solar Farm,solar,0,18.18,0,0,0,0,VIC,0,0,0.1188,solar,
305,Kiamal Solar Farm - Stage 2,solar,0,18.18,0,0,0,0,VIC,0,0,0.15004,solar,
306,N0_CST_NSW,solar,7039.1191,137.1955,25,0.07,0,0,CNSW,0,0,0,solar,
307,N0_SAT_NSW,solar,2154.0724,19.6289,30,0.07,0,0,CNSW,0,0,0,solar,
308,N0_WH_NSW,wind,3337.3452,28.851,25,0.07,0,0,CNSW,0,0,0,wind,
309,N0_WM_NSW,wind,3337.3452,28.851,25,0.07,0,0,CNSW,0,0,0,wind,
310,N1_CST_North West NSW,solar,6791.5357,137.1955,25,0.07,0,0,NNSW,0,0,0,solar,
311,N1_SAT_North West NSW,solar,1906.4891,19.6289,30,0.07,0,0,NNSW,6385,0,0,solar,
312,N1_WH_North West NSW,wind,3089.7619,28.851,25,0.07,0,0,NNSW,0,0,0,wind,
313,N1_WM_North West NSW,wind,3089.7619,28.851,25,0.07,0,0,NNSW,0,0,0,wind,
314,N10_WFL_Hunter Coast,wind,8336.7213,625.6348,25,0.07,0,0,SNW,0,0,0,wind,
315,N10_WFX_Hunter Coast,wind,6017.4353,169.7311,25,0.07,0,0,SNW,0,0,0,wind,
316,N11_WFL_Illawarra Coast,wind,8336.7213,625.6348,25,0.07,0,0,SNW,0,0,0,wind,
317,N11_WFX_Illawarra Coast,wind,6017.4353,169.7311,25,0.07,0,0,SNW,0,0,0,wind,
318,N12_CST_Illawarra,solar,6379.3407,127.0328,25,0.07,0,0,SNW,0,0,0,solar,
319,N12_SAT_Illawarra,solar,1780.7328,18.1749,30,0.07,0,0,SNW,0,0,0,solar,
320,N12_WH_Illawarra,wind,2894.7651,26.7139,25,0.07,0,0,SNW,0,0,0,wind,
321,N12_WM_Illawarra,wind,2894.7651,26.7139,25,0.07,0,0,SNW,0,0,0,wind,
322,N2_CST_New England,solar,6415.3958,127.0328,25,0.07,0,0,NNSW,0,0,0,solar,
323,N2_SAT_New England,solar,1816.7879,18.1749,30,0.07,0,0,NNSW,11044,0,0,solar,
324,N2_WH_New England,wind,2930.8202,26.7139,25,0.07,0,0,NNSW,1800,0,0,wind,
325,N2_WM_New England,wind,2930.8202,26.7139,25,0.07,0,0,NNSW,5600,0,0,wind,
326,N3_CST_Central-West Orana,solar,6791.5357,137.1955,25,0.07,0,0,CNSW,0,0,0,solar,
327,N3_SAT_Central-West Orana,solar,1906.4891,19.6289,30,0.07,0,0,CNSW,25575.5,0,0,solar,
328,N3_WH_Central-West Orana,wind,3089.7619,28.851,25,0.07,0,0,CNSW,800,0,0,wind,
329,N3_WM_Central-West Orana,wind,3089.7619,28.851,25,0.07,0,0,CNSW,9733.063494,0,0,wind,
330,N4_CST_Broken Hill,solar,7184.8154,148.6284,25,0.07,0,0,SNSW,0,0,0,solar,
331,N4_SAT_Broken Hill,solar,1999.6185,21.2647,30,0.07,0,0,SNSW,8000,0,0,solar,
332,N4_WH_Broken Hill,wind,3268.1862,31.2552,25,0.07,0,0,SNSW,1300,0,0,wind,
333,N4_WM_Broken Hill,wind,3268.1862,31.2552,25,0.07,0,0,SNSW,0,0,0,wind,
334,N5_CST_South West NSW,solar,7145.7341,148.6284,25,0.07,0,0,SNSW,0,0,0,solar,
335,N5_SAT_South West NSW,solar,1960.5372,21.2647,30,0.07,0,0,SNSW,2256,0,0,solar,
336,N5_WH_South West NSW,wind,3229.1049,31.2552,25,0.07,0,0,SNSW,1000,0,0,wind,
337,N5_WM_South West NSW,wind,3229.1049,31.2552,25,0.07,0,0,SNSW,2900,0,0,wind,
338,N6_CST_Wagga Wagga,solar,6929.6764,137.1955,25,0.07,0,0,SNSW,0,0,0,solar,
339,N6_SAT_Wagga Wagga,solar,2044.6298,19.6289,30,0.07,0,0,SNSW,1028,0,0,solar,
340,N6_WH_Wagga Wagga,wind,3227.9026,28.851,25,0.07,0,0,SNSW,0,0,0,wind,
341,N6_WM_Wagga Wagga,wind,3227.9026,28.851,25,0.07,0,0,SNSW,0,0,0,wind,
342,N7_CST_Tumut,solar,6755.4806,137.1955,25,0.07,0,0,SNSW,0,0,0,solar,
343,N7_SAT_Tumut,solar,1870.434,19.6289,30,0.07,0,0,SNSW,0,0,0,solar,
344,N7_WH_Tumut,wind,3053.7067,28.851,25,0.07,0,0,SNSW,0,0,0,wind,
345,N7_WM_Tumut,wind,3053.7067,28.851,25,0.07,0,0,SNSW,0,0,0,wind,
346,N8_CST_Cooma-Monaro,solar,6755.4806,137.1955,25,0.07,0,0,SNSW,0,0,0,solar,
347,N8_SAT_Cooma-Monaro,solar,1870.434,19.6289,30,0.07,0,0,SNSW,0,0,0,solar,
348,N8_WH_Cooma-Monaro,wind,3053.7067,28.851,25,0.07,0,0,SNSW,100,0,0,wind,
349,N8_WM_Cooma-Monaro,wind,3053.7067,28.851,25,0.07,0,0,SNSW,718.7417735,0,0,wind,
350,N9_CST_Hunter-Central Coast,solar,6379.3407,127.0328,25,0.07,0,0,CNSW,0,0,0,solar,
351,N9_SAT_Hunter-Central Coast,solar,1780.7328,18.1749,30,0.07,0,0,CNSW,3658.5,0,0,solar,
352,N9_WH_Hunter-Central Coast,wind,2894.7651,26.7139,25,0.07,0,0,CNSW,400,0,0,wind,
353,N9_WM_Hunter-Central Coast,wind,2894.7651,26.7139,25,0.07,0,0,CNSW,1106.723731,0,0,wind,
354,Q1_CST_Far North QLD,solar,6535.5115,127.0328,25,0.07,0,0,NQ,0,0,0,solar,
355,Q1_SAT_Far North QLD,solar,1936.9036,18.1749,30,0.07,0,0,NQ,0,0,0,solar,
356,Q1_WH_Far North QLD,wind,3050.9359,26.7139,25,0.07,0,0,NQ,570,0,0,wind,
357,Q1_WM_Far North QLD,wind,3050.9359,26.7139,25,0.07,0,0,NQ,1710,0,0,wind,
358,Q2_CST_North QLD Clean Energy Hub,solar,6578.7863,127.0328,25,0.07,0,0,NQ,0,0,0,solar,
359,Q2_SAT_North QLD Clean Energy Hub,solar,1980.1784,18.1749,30,0.07,0,0,NQ,8000,0,0,solar,
360,Q2_WH_North QLD Clean Energy Hub,wind,3094.2107,26.7139,25,0.07,0,0,NQ,4700,0,0,wind,
361,Q2_WM_North QLD Clean Energy Hub,wind,3094.2107,26.7139,25,0.07,0,0,NQ,0,0,0,wind,
362,Q3_CST_Northern QLD,solar,6535.5115,127.0328,25,0.07,0,0,NQ,0,0,0,solar,
363,Q3_SAT_Northern QLD,solar,1936.9036,18.1749,30,0.07,0,0,NQ,0,0,0,solar,
364,Q3_WH_Northern QLD,wind,3050.9359,26.7139,25,0.07,0,0,NQ,0,0,0,wind,
365,Q3_WM_Northern QLD,wind,3050.9359,26.7139,25,0.07,0,0,NQ,0,0,0,wind,
366,Q4_CST_Isaac,solar,6529.7306,127.0328,25,0.07,0,0,CQ,0,0,0,solar,
367,Q4_SAT_Isaac,solar,1931.1227,18.1749,30,0.07,0,0,CQ,6900,0,0,solar,
368,Q4_WH_Isaac,wind,3045.155,26.7139,25,0.07,0,0,CQ,1000,0,0,wind,
369,Q4_WM_Isaac,wind,3045.155,26.7139,25,0.07,0,0,CQ,2800,0,0,wind,
370,Q5_CST_Barcaldine,solar,6866.253,142.2768,25,0.07,0,0,CQ,0,0,0,solar,
371,Q5_SAT_Barcaldine,solar,1923.2157,20.3559,30,0.07,0,0,CQ,8000,0,0,solar,
372,Q5_WH_Barcaldine,wind,3121.763,29.9195,25,0.07,0,0,CQ,1000,0,0,wind,
373,Q5_WM_Barcaldine,wind,3121.763,29.9195,25,0.07,0,0,CQ,0,0,0,wind,
374,Q6_CST_Fitzroy,solar,6529.7306,127.0328,25,0.07,0,0,CQ,0,0,0,solar,
375,Q6_SAT_Fitzroy,solar,1931.1227,18.1749,30,0.07,0,0,CQ,7533,0,0,solar,
376,Q6_WH_Fitzroy,wind,3045.155,26.7139,25,0.07,0,0,CQ,900,0,0,wind,
377,Q6_WM_Fitzroy,wind,3045.155,26.7139,25,0.07,0,0,CQ,2600,0,0,wind,
378,Q7_CST_Wide Bay,solar,6392.8823,127.0328,25,0.07,0,0,SQ,0,0,0,solar,
379,Q7_SAT_Wide Bay,solar,1794.2745,18.1749,30,0.07,0,0,SQ,2200,0,0,solar,
380,Q7_WH_Wide Bay,wind,2908.3067,26.7139,25,0.07,0,0,SQ,300,0,0,wind,
381,Q7_WM_Wide Bay,wind,2908.3067,26.7139,25,0.07,0,0,SQ,800,0,0,wind,
382,Q8_CST_Darling Downs,solar,6398.2,127.0328,25,0.07,0,0,SQ,0,0,0,solar,
383,Q8_SAT_Darling Downs,solar,1799.5922,18.1749,30,0.07,0,0,SQ,23085.5,0,0,solar,
384,Q8_WH_Darling Downs,wind,2913.6244,26.7139,25,0.07,0,0,SQ,1400,0,0,wind,
385,Q8_WM_Darling Downs,wind,2913.6244,26.7139,25,0.07,0,0,SQ,4200,0,0,wind,
386,Q9_CST_Banana,solar,7083.2031,142.2768,25,0.07,0,0,CQ,0,0,0,solar,
387,Q9_SAT_Banana,solar,2140.1658,20.3559,30,0.07,0,0,CQ,0,0,0,solar,
388,Q9_WH_Banana,wind,3338.713,29.9195,25,0.07,0,0,CQ,0,0,0,wind,
389,Q9_WM_Banana,wind,3338.713,29.9195,25,0.07,0,0,CQ,0,0,0,wind,
390,V0_CST_VIC,solar,6808.3872,130.8438,25,0.07,0,0,VIC,0,0,0,solar,
391,V0_SAT_VIC,solar,2059.2214,18.7202,30,0.07,0,0,VIC,0,0,0,solar,
392,V0_WH_VIC,wind,3221.4273,27.5153,25,0.07,0,0,VIC,70,0,0,wind,
393,V0_WM_VIC,wind,3221.4273,27.5153,25,0.07,0,0,VIC,217.8775149,0,0,wind,
394,V1_CST_Ovens Murray,solar,6584.3379,130.8438,25,0.07,0,0,VIC,0,0,0,solar,
395,V1_SAT_Ovens Murray,solar,1835.1721,18.7202,30,0.07,0,0,VIC,1000,0,0,solar,
396,V1_WH_Ovens Murray,wind,2997.378,27.5153,25,0.07,0,0,VIC,0,0,0,wind,
397,V1_WM_Ovens Murray,wind,2997.378,27.5153,25,0.07,0,0,VIC,0,0,0,wind,
398,V2_CST_Murray River,solar,6715.6292,130.8438,25,0.07,0,0,VIC,0,0,0,solar,
399,V2_SAT_Murray River,solar,1966.4634,18.7202,30,0.07,0,0,VIC,4700,0,0,solar,
400,V2_WH_Murray River,wind,3128.6693,27.5153,25,0.07,0,0,VIC,0,0,0,wind,
401,V2_WM_Murray River,wind,3128.6693,27.5153,25,0.07,0,0,VIC,0,0,0,wind,
402,V3_CST_Western VIC,solar,6726.743,130.8438,25,0.07,0,0,VIC,0,0,0,solar,
403,V3_SAT_Western VIC,solar,1977.5771,18.7202,30,0.07,0,0,VIC,400,0,0,solar,
404,V3_WH_Western VIC,wind,3139.7831,27.5153,25,0.07,0,0,VIC,700,0,0,wind,
405,V3_WM_Western VIC,wind,3139.7831,27.5153,25,0.07,0,0,VIC,3769.514636,0,0,wind,
406,V4_CST_South West Victoria,solar,6724.4163,130.8438,25,0.07,0,0,VIC,0,0,0,solar,
407,V4_SAT_South West Victoria,solar,1975.2504,18.7202,30,0.07,0,0,VIC,0,0,0,solar,
408,V4_WH_South West Victoria,wind,3137.4564,27.5153,25,0.07,0,0,VIC,860.5,0,0,wind,
409,V4_WM_South West Victoria,wind,3137.4564,27.5153,25,0.07,0,0,VIC,2581.5,0,0,wind,
410,V5_CST_Gippsland,solar,6476.2552,127.0328,25,0.07,0,0,VIC,0,0,0,solar,
411,V5_SAT_Gippsland,solar,1877.6473,18.1749,30,0.07,0,0,VIC,2473.5,0,0,solar,
412,V5_WH_Gippsland,wind,2991.6796,26.7139,25,0.07,0,0,VIC,500,0,0,wind,
413,V5_WM_Gippsland,wind,2991.6796,26.7139,25,0.07,0,0,VIC,1500,0,0,wind,
414,V6_CST_Central North VIC,solar,6874.4164,133.3845,25,0.07,0,0,VIC,0,0,0,solar,
415,V6_SAT_Central North VIC,solar,2020.308,19.0837,30,0.07,0,0,VIC,1700,0,0,solar,
416,V6_WH_Central North VIC,wind,3219.9813,28.0495,25,0.07,0,0,VIC,400,0,0,wind,
417,V6_WM_Central North VIC,wind,3219.9813,28.0495,25,0.07,0,0,VIC,1200,0,0,wind,
418,V7_WFL_Gippsland Coast,wind,8817.2068,625.6348,25,0.07,0,0,VIC,0,0,0,wind,
419,V7_WFX_Gippsland Coast,wind,6497.9207,169.7311,25,0.07,0,0,VIC,54996,0,0,wind,
420,V8_WFL_Portland Coast,wind,8473.5696,625.6348,25,0.07,0,0,VIC,0,0,0,wind,
421,V8_WFX_Portland Coast,wind,6154.2835,169.7311,25,0.07,0,0,VIC,780,0,0,wind,
422,S1_CST_South East SA,solar,6568.0718,127.0328,25,0.07,0,0,SESA,0,0,0,solar,
423,S1_SAT_South East SA,solar,1969.4639,18.1749,30,0.07,0,0,SESA,0,0,0,solar,
424,S1_WH_South East SA,wind,3083.4962,26.7139,25,0.07,0,0,SESA,800,0,0,wind,
425,S1_WM_South East SA,wind,3083.4962,26.7139,25,0.07,0,0,SESA,2400,0,0,wind,
426,S10_WFL_South East SA Coast,wind,9216.5694,625.6348,25,0.07,0,0,SESA,0,0,0,wind,
427,S10_WFX_South East SA Coast,wind,6897.2834,169.7311,25,0.07,0,0,SESA,0,0,0,wind,
428,S2_CST_Riverland,solar,6447.1784,127.0328,25,0.07,0,0,CSA,0,0,0,solar,
429,S2_SAT_Riverland,solar,1848.5705,18.1749,30,0.07,0,0,CSA,4000,0,0,solar,
430,S2_WH_Riverland,wind,2962.6028,26.7139,25,0.07,0,0,CSA,0,0,0,wind,
431,S2_WM_Riverland,wind,2962.6028,26.7139,25,0.07,0,0,CSA,0,0,0,wind,
432,S3_CST_Mid-North SA,solar,6538.2092,127.0328,25,0.07,0,0,CSA,0,0,0,solar,
433,S3_SAT_Mid-North SA,solar,1939.6013,18.1749,30,0.07,0,0,CSA,0,0,0,solar,
434,S3_WH_Mid-North SA,wind,3053.6336,26.7139,25,0.07,0,0,CSA,1200,0,0,wind,
435,S3_WM_Mid-North SA,wind,3053.6336,26.7139,25,0.07,0,0,CSA,3400,0,0,wind,
436,S4_CST_Yorke Peninsula,solar,6401.361,127.0328,25,0.07,0,0,CSA,0,0,0,solar,
437,S4_SAT_Yorke Peninsula,solar,1802.7531,18.1749,30,0.07,0,0,CSA,0,0,0,solar,
438,S4_WH_Yorke Peninsula,wind,2916.7854,26.7139,25,0.07,0,0,CSA,400,0,0,wind,
439,S4_WM_Yorke Peninsula,wind,2916.7854,26.7139,25,0.07,0,0,CSA,0,0,0,wind,
440,S5_CST_Northern SA,solar,6957.4052,142.2768,25,0.07,0,0,CSA,0,0,0,solar,
441,S5_SAT_Northern SA,solar,2008.4386,20.3559,30,0.07,0,0,CSA,2900,0,0,solar,
442,S5_WH_Northern SA,wind,3213.9283,29.9195,25,0.07,0,0,CSA,0,0,0,wind,
443,S5_WM_Northern SA,wind,3213.9283,29.9195,25,0.07,0,0,CSA,0,0,0,wind,
444,S6_CST_Leigh Creek,solar,6996.8808,142.2768,25,0.07,0,0,CSA,0,0,0,solar,
445,S6_SAT_Leigh Creek,solar,2047.9142,20.3559,30,0.07,0,0,CSA,0,0,0,solar,
446,S6_WH_Leigh Creek,wind,3253.4039,29.9195,25,0.07,0,0,CSA,0,0,0,wind,
447,S6_WM_Leigh Creek,wind,3253.4039,29.9195,25,0.07,0,0,CSA,0,0,0,wind,
448,S7_CST_Roxby Downs,solar,6989.2274,142.2768,25,0.07,0,0,CSA,0,0,0,solar,
449,S7_SAT_Roxby Downs,solar,2040.2608,20.3559,30,0.07,0,0,CSA,3400,0,0,solar,
450,S7_WH_Roxby Downs,wind,3245.7505,29.9195,25,0.07,0,0,CSA,0,0,0,wind,
451,S7_WM_Roxby Downs,wind,3245.7505,29.9195,25,0.07,0,0,CSA,0,0,0,wind,
452,S8_CST_Eastern Eyre Peninsula,solar,6989.2274,142.2768,25,0.07,0,0,CSA,0,0,0,solar,
453,S8_SAT_Eastern Eyre Peninsula,solar,2040.2608,20.3559,30,0.07,0,0,CSA,0,0,0,solar,
454,S8_WH_Eastern Eyre Peninsula,wind,3245.7505,29.9195,25,0.07,0,0,CSA,600,0,0,wind,
455,S8_WM_Eastern Eyre Peninsula,wind,3245.7505,29.9195,25,0.07,0,0,CSA,0,0,0,wind,
456,S9_CST_Western Eyre Peninsula,solar,6852.3792,142.2768,25,0.07,0,0,CSA,0,0,0,solar,
457,S9_SAT_Western Eyre Peninsula,solar,1903.4125,20.3559,30,0.07,0,0,CSA,0,0,0,solar,
458,S9_WH_Western Eyre Peninsula,wind,3108.9023,29.9195,25,0.07,0,0,CSA,0,0,0,wind,
459,S9_WM_Western Eyre Peninsula,wind,3108.9023,29.9195,25,0.07,0,0,CSA,0,0,0,wind,
460,T1_CST_North East TAS,solar,6694.5537,127.0328,25,0.07,0,0,TAS,0,0,0,solar,
461,T1_SAT_North East TAS,solar,2095.9459,18.1749,30,0.07,0,0,TAS,0,0,0,solar,
462,T1_WH_North East TAS,wind,3209.9781,26.7139,25,0.07,0,0,TAS,400,0,0,wind,
463,T1_WM_North East TAS,wind,3209.9781,26.7139,25,0.07,0,0,TAS,0,0,0,wind,
464,T2_CST_North West TAS,solar,7033.0706,138.4658,25,0.07,0,0,TAS,0,0,0,solar,
465,T2_SAT_North West TAS,solar,2145.4299,19.8107,30,0.07,0,0,TAS,0,0,0,solar,
466,T2_WH_North West TAS,wind,3331.74,29.1181,25,0.07,0,0,TAS,1300,0,0,wind,
467,T2_WM_North West TAS,wind,3331.74,29.1181,25,0.07,0,0,TAS,0,0,0,wind,
468,T3_CST_Central Highlands,solar,6641.3812,127.0328,25,0.07,0,0,TAS,0,0,0,solar,
469,T3_SAT_Central Highlands,solar,2042.7733,18.1749,30,0.07,0,0,TAS,0,0,0,solar,
470,T3_WH_Central Highlands,wind,3156.8056,26.7139,25,0.07,0,0,TAS,900,0,0,wind,
471,T3_WM_Central Highlands,wind,3156.8056,26.7139,25,0.07,0,0,TAS,2500,0,0,wind,
472,T4_WFL_North West Tasmania Coast,wind,8473.5696,625.6348,25,0.07,0,0,TAS,0,0,0,wind,
473,T4_WFX_North West Tasmania Coast,wind,6154.2835,169.7311,25,0.07,0,0,TAS,0,0,0,wind,
474,T5_WFL_North East Tasmania Coast,wind,8473.5696,625.6348,25,0.07,0,0,TAS,0,0,0,wind,
475,T5_WFX_North East Tasmania Coast,wind,6154.2835,169.7311,25,0.07,0,0,TAS,0,0,0,wind,
476,CNSW OCGT Large,new_ocgt_nsw,1092.7746,10.7869,25,0.07,720.7293,8.2115,CNSW,15000,0,0,flexible,
477,CQ OCGT Large,new_ocgt_qld,1117.725,10.7869,25,0.07,720.7293,8.2115,CQ,15000,0,0,flexible,
478,CSA OCGT Large,new_ocgt_sa,1117.725,10.7869,25,0.07,720.7293,8.2115,CSA,15000,0,0,flexible,
479,GG OCGT Large,new_ocgt_qld,1117.725,10.7869,25,0.07,720.7293,8.2115,GG,15000,0,0,flexible,
480,NNSW OCGT Large,new_ocgt_nsw,1092.7746,10.7869,25,0.07,720.7293,8.2115,NNSW,15000,0,0,flexible,
481,NQ OCGT Large,new_ocgt_qld,1117.725,10.7869,25,0.07,720.7293,8.2115,NQ,15000,0,0,flexible,
482,SESA OCGT Large,new_ocgt_sa,1140.0635,12.0813,25,0.07,720.7293,8.2115,SESA,15000,0,0,flexible,
483,SNSW OCGT Large,new_ocgt_nsw,1136.654,11.6498,25,0.07,720.7293,8.2115,SNSW,15000,0,0,flexible,
484,SNW OCGT Large,new_ocgt_nsw,1092.7746,10.7869,25,0.07,720.7293,8.2115,SNW,15000,0,0,flexible,
485,SQ OCGT Large,new_ocgt_qld,1117.725,10.7869,25,0.07,720.7293,8.2115,SQ,15000,0,0,flexible,
486,TAS OCGT Large,new_ocgt_tas,1122.715,10.7869,25,0.07,720.7293,8.2115,TAS,15000,0,0,flexible,
487,VIC OCGT Large,new_ocgt_vic,1122.715,10.7869,25,0.07,720.7293,8.2115,VIC,15000,0,0,flexible,
